Date,WARD,TotalBedsUsed
2024-03-17,KHCC-2A-MEDICAL/SURGICAL,7
2024-03-17,KHCC-2B-AICU,7
2024-03-17,KHCC-2C-SIMU,7
2024-03-17,KHCC-3A-MEDICAL/SURGICAL,17
2024-03-17,KHCC-3B-MEDICAL/SURGICAL,18
2024-03-17,KHCC-3C-SURGERY,35
2024-03-17,KHCC-4A-MEDICAL/SURGICAL,19
2024-03-17,KHCC-4B-MEDICAL/SURGICAL,19
2024-03-17,KHCC-4C-HUSSAM AL-HARIRI,33
2024-03-17,KHCC-4H-ADULT ICU,5
2024-03-17,KHCC-4H-BMT,11
2024-03-17,KHCC-5C-KOLAGHASSI WING,15
2024-03-17,KHCC-5H-PEDIATRIC,14
2024-03-17,KHCC-5H-PEDIATRIC ICU,5
2024-03-17,KHCC-6H-PEDIATRIC,22
2024-03-17,KHCC-7H-BMT,14
2024-03-17,KHCC-8H-SHAKOUR ABU GHAZAL,23
2024-03-17,KHCC-9H-LEUKEMIA,19
2024-03-17,KHCC-ADULT DAY CASE KSB,3
2024-03-17,KHCC-EMERGENCY ROOM,1
2024-03-17,KHCC-PED DAY CASE,8
2024-03-18,KHCC-10H-BMT,5
2024-03-18,KHCC-10H-MEDICAL/SURGICAL,14
2024-03-18,KHCC-11H-MEDICAL/SURGICAL,3
2024-03-18,KHCC-2A-MEDICAL/SURGICAL,6
2024-03-18,KHCC-2B-AICU,7
2024-03-18,KHCC-2C-SIMU,7
2024-03-18,KHCC-3A-MEDICAL/SURGICAL,17
2024-03-18,KHCC-3B-MEDICAL/SURGICAL,18
2024-03-18,KHCC-3C-SURGERY,35
2024-03-18,KHCC-4A-MEDICAL/SURGICAL,19
2024-03-18,KHCC-4B-MEDICAL/SURGICAL,19
2024-03-18,KHCC-4C-HUSSAM AL-HARIRI,36
2024-03-18,KHCC-4H-ADULT ICU,4
2024-03-18,KHCC-4H-BMT,12
2024-03-18,KHCC-5C-KOLAGHASSI WING,15
2024-03-18,KHCC-5H-PEDIATRIC,14
2024-03-18,KHCC-5H-PEDIATRIC ICU,7
2024-03-18,KHCC-6H-PEDIATRIC,22
2024-03-18,KHCC-7H-BMT,15
2024-03-18,KHCC-8H-SHAKOUR ABU GHAZAL,24
2024-03-18,KHCC-9H-LEUKEMIA,18
2024-03-18,KHCC-ADULT DAY CASE KSB,3
2024-03-18,KHCC-ADULT DAY CASE NZR,2
2024-03-18,KHCC-BMT DAY CASE,2
2024-03-18,KHCC-EMERGENCY KSB ROOM,2
2024-03-18,KHCC-EMERGENCY ROOM,1
2024-03-18,KHCC-PED DAY CASE,12
2024-03-19,KHCC-10H-BMT,5
2024-03-19,KHCC-10H-MEDICAL/SURGICAL,13
2024-03-19,KHCC-11H-MEDICAL/SURGICAL,5
2024-03-19,KHCC-2A-MEDICAL/SURGICAL,6
2024-03-19,KHCC-2B-AICU,8
2024-03-19,KHCC-2C-SIMU,7
2024-03-19,KHCC-3A-MEDICAL/SURGICAL,17
2024-03-19,KHCC-3B-MEDICAL/SURGICAL,19
2024-03-19,KHCC-3C-SURGERY,35
2024-03-19,KHCC-4A-MEDICAL/SURGICAL,19
2024-03-19,KHCC-4B-MEDICAL/SURGICAL,20
2024-03-19,KHCC-4C-HUSSAM AL-HARIRI,34
2024-03-19,KHCC-4H-ADULT ICU,4
2024-03-19,KHCC-4H-BMT,12
2024-03-19,KHCC-5C-KOLAGHASSI WING,16
2024-03-19,KHCC-5H-PEDIATRIC,15
2024-03-19,KHCC-5H-PEDIATRIC ICU,7
2024-03-19,KHCC-6H-PEDIATRIC,24
2024-03-19,KHCC-7H-BMT,17
2024-03-19,KHCC-8H-SHAKOUR ABU GHAZAL,24
2024-03-19,KHCC-9H-LEUKEMIA,19
2024-03-19,KHCC-ADULT DAY CASE KSB,3
2024-03-19,KHCC-BMT DAY CASE,2
2024-03-19,KHCC-EMERGENCY ROOM,1
2024-03-19,KHCC-PED DAY CASE,8
2024-03-20,KHCC-10H-BMT,4
2024-03-20,KHCC-10H-MEDICAL/SURGICAL,16
2024-03-20,KHCC-11H-MEDICAL/SURGICAL,5
2024-03-20,KHCC-2A-MEDICAL/SURGICAL,7
2024-03-20,KHCC-2B-AICU,6
2024-03-20,KHCC-2C-SIMU,7
2024-03-20,KHCC-3A-MEDICAL/SURGICAL,16
2024-03-20,KHCC-3B-MEDICAL/SURGICAL,18
2024-03-20,KHCC-3C-SURGERY,35
2024-03-20,KHCC-4A-MEDICAL/SURGICAL,19
2024-03-20,KHCC-4B-MEDICAL/SURGICAL,19
2024-03-20,KHCC-4C-HUSSAM AL-HARIRI,31
2024-03-20,KHCC-4H-ADULT ICU,4
2024-03-20,KHCC-4H-BMT,14
2024-03-20,KHCC-5C-KOLAGHASSI WING,15
2024-03-20,KHCC-5H-PEDIATRIC,15
2024-03-20,KHCC-5H-PEDIATRIC ICU,7
2024-03-20,KHCC-6H-PEDIATRIC,24
2024-03-20,KHCC-7H-BMT,19
2024-03-20,KHCC-8H-SHAKOUR ABU GHAZAL,21
2024-03-20,KHCC-9H-LEUKEMIA,20
2024-03-20,KHCC-ADULT DAY CASE KSB,5
2024-03-20,KHCC-ADULT DAY CASE NZR,6
2024-03-20,KHCC-BMT DAY CASE,1
2024-03-20,KHCC-EMERGENCY ROOM,1
2024-03-20,KHCC-PED DAY CASE,7
2024-03-21,KHCC-10H-BMT,4
2024-03-21,KHCC-10H-MEDICAL/SURGICAL,16
2024-03-21,KHCC-11H-MEDICAL/SURGICAL,4
2024-03-21,KHCC-2A-MEDICAL/SURGICAL,4
2024-03-21,KHCC-2B-AICU,4
2024-03-21,KHCC-2C-SIMU,6
2024-03-21,KHCC-3A-MEDICAL/SURGICAL,17
2024-03-21,KHCC-3B-MEDICAL/SURGICAL,16
2024-03-21,KHCC-3C-SURGERY,33
2024-03-21,KHCC-4A-MEDICAL/SURGICAL,18
2024-03-21,KHCC-4B-MEDICAL/SURGICAL,17
2024-03-21,KHCC-4C-HUSSAM AL-HARIRI,31
2024-03-21,KHCC-4H-ADULT ICU,5
2024-03-21,KHCC-4H-BMT,14
2024-03-21,KHCC-5C-KOLAGHASSI WING,14
2024-03-21,KHCC-5H-PEDIATRIC,15
2024-03-21,KHCC-5H-PEDIATRIC ICU,7
2024-03-21,KHCC-6H-PEDIATRIC,23
2024-03-21,KHCC-7H-BMT,19
2024-03-21,KHCC-8H-SHAKOUR ABU GHAZAL,24
2024-03-21,KHCC-9H-LEUKEMIA,20
2024-03-21,KHCC-ADULT DAY CASE KSB,6
2024-03-21,KHCC-BMT DAY CASE,1
2024-03-21,KHCC-EMERGENCY ROOM,3
2024-03-21,KHCC-PED DAY CASE,6
2024-03-22,KHCC-10H-BMT,5
2024-03-22,KHCC-10H-MEDICAL/SURGICAL,16
2024-03-22,KHCC-11H-MEDICAL/SURGICAL,4
2024-03-22,KHCC-2A-MEDICAL/SURGICAL,4
2024-03-22,KHCC-2B-AICU,8
2024-03-22,KHCC-2C-SIMU,4
2024-03-22,KHCC-3A-MEDICAL/SURGICAL,11
2024-03-22,KHCC-3B-MEDICAL/SURGICAL,12
2024-03-22,KHCC-3C-SURGERY,23
2024-03-22,KHCC-4A-MEDICAL/SURGICAL,18
2024-03-22,KHCC-4B-MEDICAL/SURGICAL,15
2024-03-22,KHCC-4C-HUSSAM AL-HARIRI,25
2024-03-22,KHCC-4H-ADULT ICU,4
2024-03-22,KHCC-4H-BMT,13
2024-03-22,KHCC-5C-KOLAGHASSI WING,14
2024-03-22,KHCC-5H-PEDIATRIC,14
2024-03-22,KHCC-5H-PEDIATRIC ICU,7
2024-03-22,KHCC-6H-PEDIATRIC,23
2024-03-22,KHCC-7H-BMT,18
2024-03-22,KHCC-8H-SHAKOUR ABU GHAZAL,18
2024-03-22,KHCC-9H-LEUKEMIA,19
2024-03-23,KHCC-10H-BMT,4
2024-03-23,KHCC-10H-MEDICAL/SURGICAL,14
2024-03-23,KHCC-11H-MEDICAL/SURGICAL,3
2024-03-23,KHCC-2A-MEDICAL/SURGICAL,7
2024-03-23,KHCC-2B-AICU,10
2024-03-23,KHCC-2C-SIMU,1
2024-03-23,KHCC-3A-MEDICAL/SURGICAL,15
2024-03-23,KHCC-3B-MEDICAL/SURGICAL,13
2024-03-23,KHCC-3C-SURGERY,34
2024-03-23,KHCC-4A-MEDICAL/SURGICAL,18
2024-03-23,KHCC-4B-MEDICAL/SURGICAL,17
2024-03-23,KHCC-4C-HUSSAM AL-HARIRI,23
2024-03-23,KHCC-4H-ADULT ICU,4
2024-03-23,KHCC-4H-BMT,13
2024-03-23,KHCC-5C-KOLAGHASSI WING,14
2024-03-23,KHCC-5H-PEDIATRIC,14
2024-03-23,KHCC-5H-PEDIATRIC ICU,8
2024-03-23,KHCC-6H-PEDIATRIC,18
2024-03-23,KHCC-7H-BMT,17
2024-03-23,KHCC-8H-SHAKOUR ABU GHAZAL,18
2024-03-23,KHCC-9H-LEUKEMIA,18
2024-03-23,KHCC-ADULT DAY CASE KSB,3
2024-03-23,KHCC-ADULT DAY CASE NZR,1
2024-03-24,KHCC-10H-BMT,4
2024-03-24,KHCC-10H-MEDICAL/SURGICAL,15
2024-03-24,KHCC-11H-MEDICAL/SURGICAL,3
2024-03-24,KHCC-2A-MEDICAL/SURGICAL,8
2024-03-24,KHCC-2B-AICU,9
2024-03-24,KHCC-2C-SIMU,7
2024-03-24,KHCC-3A-MEDICAL/SURGICAL,17
2024-03-24,KHCC-3B-MEDICAL/SURGICAL,18
2024-03-24,KHCC-3C-SURGERY,34
2024-03-24,KHCC-4A-MEDICAL/SURGICAL,19
2024-03-24,KHCC-4B-MEDICAL/SURGICAL,19
2024-03-24,KHCC-4C-HUSSAM AL-HARIRI,30
2024-03-24,KHCC-4H-ADULT ICU,3
2024-03-24,KHCC-4H-BMT,13
2024-03-24,KHCC-5C-KOLAGHASSI WING,15
2024-03-24,KHCC-5H-PEDIATRIC,15
2024-03-24,KHCC-5H-PEDIATRIC ICU,9
2024-03-24,KHCC-6H-PEDIATRIC,21
2024-03-24,KHCC-7H-BMT,20
2024-03-24,KHCC-8H-SHAKOUR ABU GHAZAL,19
2024-03-24,KHCC-9H-LEUKEMIA,19
2024-03-24,KHCC-ADULT DAY CASE KSB,4
2024-03-24,KHCC-ADULT DAY CASE NZR,3
2024-03-24,KHCC-EMERGENCY ROOM,1
2024-03-24,KHCC-PED DAY CASE,5
2024-03-25,KHCC-10H-BMT,4
2024-03-25,KHCC-10H-MEDICAL/SURGICAL,14
2024-03-25,KHCC-11H-MEDICAL/SURGICAL,3
2024-03-25,KHCC-2A-MEDICAL/SURGICAL,8
2024-03-25,KHCC-2B-AICU,5
2024-03-25,KHCC-2C-SIMU,7
2024-03-25,KHCC-3A-MEDICAL/SURGICAL,17
2024-03-25,KHCC-3B-MEDICAL/SURGICAL,19
2024-03-25,KHCC-3C-SURGERY,35
2024-03-25,KHCC-4A-MEDICAL/SURGICAL,18
2024-03-25,KHCC-4B-MEDICAL/SURGICAL,20
2024-03-25,KHCC-4C-HUSSAM AL-HARIRI,31
2024-03-25,KHCC-4H-ADULT ICU,5
2024-03-25,KHCC-4H-BMT,13
2024-03-25,KHCC-5C-KOLAGHASSI WING,16
2024-03-25,KHCC-5H-PEDIATRIC,15
2024-03-25,KHCC-5H-PEDIATRIC ICU,9
2024-03-25,KHCC-6H-PEDIATRIC,23
2024-03-25,KHCC-7H-BMT,21
2024-03-25,KHCC-8H-SHAKOUR ABU GHAZAL,23
2024-03-25,KHCC-9H-LEUKEMIA,21
2024-03-25,KHCC-ADULT DAY CASE KSB,4
2024-03-25,KHCC-ADULT DAY CASE NZR,1
2024-03-25,KHCC-BMT DAY CASE,1
2024-03-25,KHCC-EMERGENCY KSB ROOM,4
2024-03-25,KHCC-EMERGENCY ROOM,5
2024-03-25,KHCC-PED DAY CASE,16
2024-03-26,KHCC-10H-BMT,4
2024-03-26,KHCC-10H-MEDICAL/SURGICAL,15
2024-03-26,KHCC-11H-MEDICAL/SURGICAL,3
2024-03-26,KHCC-2A-MEDICAL/SURGICAL,8
2024-03-26,KHCC-2B-AICU,6
2024-03-26,KHCC-2C-SIMU,7
2024-03-26,KHCC-3A-MEDICAL/SURGICAL,17
2024-03-26,KHCC-3B-MEDICAL/SURGICAL,19
2024-03-26,KHCC-3C-SURGERY,35
2024-03-26,KHCC-4A-MEDICAL/SURGICAL,19
2024-03-26,KHCC-4B-MEDICAL/SURGICAL,20
2024-03-26,KHCC-4C-HUSSAM AL-HARIRI,35
2024-03-26,KHCC-4H-ADULT ICU,6
2024-03-26,KHCC-4H-BMT,12
2024-03-26,KHCC-5C-KOLAGHASSI WING,16
2024-03-26,KHCC-5H-PEDIATRIC,15
2024-03-26,KHCC-5H-PEDIATRIC ICU,9
2024-03-26,KHCC-6H-PEDIATRIC,23
2024-03-26,KHCC-7H-BMT,22
2024-03-26,KHCC-8H-SHAKOUR ABU GHAZAL,24
2024-03-26,KHCC-9H-LEUKEMIA,21
2024-03-26,KHCC-ADULT DAY CASE KSB,7
2024-03-26,KHCC-BMT DAY CASE,2
2024-03-26,KHCC-EMERGENCY KSB ROOM,5
2024-03-26,KHCC-EMERGENCY ROOM,11
2024-03-26,KHCC-PED DAY CASE,5
2024-03-27,KHCC-10H-BMT,4
2024-03-27,KHCC-10H-MEDICAL/SURGICAL,16
2024-03-27,KHCC-11H-MEDICAL/SURGICAL,3
2024-03-27,KHCC-2A-MEDICAL/SURGICAL,8
2024-03-27,KHCC-2B-AICU,6
2024-03-27,KHCC-2C-SIMU,7
2024-03-27,KHCC-3A-MEDICAL/SURGICAL,17
2024-03-27,KHCC-3B-MEDICAL/SURGICAL,19
2024-03-27,KHCC-3C-SURGERY,35
2024-03-27,KHCC-4A-MEDICAL/SURGICAL,19
2024-03-27,KHCC-4B-MEDICAL/SURGICAL,19
2024-03-27,KHCC-4C-HUSSAM AL-HARIRI,32
2024-03-27,KHCC-4H-ADULT ICU,6
2024-03-27,KHCC-4H-BMT,11
2024-03-27,KHCC-5C-KOLAGHASSI WING,16
2024-03-27,KHCC-5H-PEDIATRIC,15
2024-03-27,KHCC-5H-PEDIATRIC ICU,9
2024-03-27,KHCC-6H-PEDIATRIC,24
2024-03-27,KHCC-7H-BMT,22
2024-03-27,KHCC-8H-SHAKOUR ABU GHAZAL,24
2024-03-27,KHCC-9H-LEUKEMIA,23
2024-03-27,KHCC-ADULT DAY CASE KSB,2
2024-03-27,KHCC-ADULT DAY CASE NZR,6
2024-03-27,KHCC-BMT DAY CASE,1
2024-03-27,KHCC-EMERGENCY KSB ROOM,1
2024-03-27,KHCC-EMERGENCY ROOM,11
2024-03-27,KHCC-PED DAY CASE,8
2024-03-28,KHCC-10H-BMT,3
2024-03-28,KHCC-10H-MEDICAL/SURGICAL,16
2024-03-28,KHCC-11H-MEDICAL/SURGICAL,4
2024-03-28,KHCC-2A-MEDICAL/SURGICAL,8
2024-03-28,KHCC-2B-AICU,7
2024-03-28,KHCC-2C-SIMU,7
2024-03-28,KHCC-3A-MEDICAL/SURGICAL,17
2024-03-28,KHCC-3B-MEDICAL/SURGICAL,19
2024-03-28,KHCC-3C-SURGERY,35
2024-03-28,KHCC-4A-MEDICAL/SURGICAL,19
2024-03-28,KHCC-4B-MEDICAL/SURGICAL,20
2024-03-28,KHCC-4C-HUSSAM AL-HARIRI,33
2024-03-28,KHCC-4H-ADULT ICU,6
2024-03-28,KHCC-4H-BMT,13
2024-03-28,KHCC-5C-KOLAGHASSI WING,16
2024-03-28,KHCC-5H-PEDIATRIC,15
2024-03-28,KHCC-5H-PEDIATRIC ICU,7
2024-03-28,KHCC-6H-PEDIATRIC,24
2024-03-28,KHCC-7H-BMT,20
2024-03-28,KHCC-8H-SHAKOUR ABU GHAZAL,24
2024-03-28,KHCC-9H-LEUKEMIA,21
2024-03-28,KHCC-ADULT DAY CASE KSB,7
2024-03-28,KHCC-EMERGENCY KSB ROOM,1
2024-03-28,KHCC-EMERGENCY ROOM,5
2024-03-28,KHCC-PED DAY CASE,5
2024-03-29,KHCC-10H-BMT,3
2024-03-29,KHCC-10H-MEDICAL/SURGICAL,15
2024-03-29,KHCC-11H-MEDICAL/SURGICAL,2
2024-03-29,KHCC-2A-MEDICAL/SURGICAL,8
2024-03-29,KHCC-2B-AICU,7
2024-03-29,KHCC-2C-SIMU,4
2024-03-29,KHCC-3A-MEDICAL/SURGICAL,17
2024-03-29,KHCC-3B-MEDICAL/SURGICAL,18
2024-03-29,KHCC-3C-SURGERY,33
2024-03-29,KHCC-4A-MEDICAL/SURGICAL,19
2024-03-29,KHCC-4B-MEDICAL/SURGICAL,20
2024-03-29,KHCC-4C-HUSSAM AL-HARIRI,29
2024-03-29,KHCC-4H-ADULT ICU,6
2024-03-29,KHCC-4H-BMT,10
2024-03-29,KHCC-5C-KOLAGHASSI WING,14
2024-03-29,KHCC-5H-PEDIATRIC,15
2024-03-29,KHCC-5H-PEDIATRIC ICU,7
2024-03-29,KHCC-6H-PEDIATRIC,24
2024-03-29,KHCC-7H-BMT,18
2024-03-29,KHCC-8H-SHAKOUR ABU GHAZAL,24
2024-03-29,KHCC-9H-LEUKEMIA,16
2024-03-29,KHCC-EMERGENCY KSB ROOM,1
2024-03-29,KHCC-EMERGENCY ROOM,2
2024-03-30,KHCC-10H-BMT,3
2024-03-30,KHCC-10H-MEDICAL/SURGICAL,16
2024-03-30,KHCC-11H-MEDICAL/SURGICAL,2
2024-03-30,KHCC-2A-MEDICAL/SURGICAL,8
2024-03-30,KHCC-2B-AICU,8
2024-03-30,KHCC-2C-SIMU,1
2024-03-30,KHCC-3A-MEDICAL/SURGICAL,17
2024-03-30,KHCC-3B-MEDICAL/SURGICAL,19
2024-03-30,KHCC-3C-SURGERY,33
2024-03-30,KHCC-4A-MEDICAL/SURGICAL,18
2024-03-30,KHCC-4B-MEDICAL/SURGICAL,20
2024-03-30,KHCC-4C-HUSSAM AL-HARIRI,30
2024-03-30,KHCC-4H-ADULT ICU,5
2024-03-30,KHCC-4H-BMT,9
2024-03-30,KHCC-5C-KOLAGHASSI WING,15
2024-03-30,KHCC-5H-PEDIATRIC,15
2024-03-30,KHCC-5H-PEDIATRIC ICU,5
2024-03-30,KHCC-6H-PEDIATRIC,23
2024-03-30,KHCC-7H-BMT,15
2024-03-30,KHCC-8H-SHAKOUR ABU GHAZAL,23
2024-03-30,KHCC-9H-LEUKEMIA,19
2024-03-30,KHCC-ADULT DAY CASE KSB,8
2024-03-30,KHCC-ADULT DAY CASE NZR,1
2024-03-30,KHCC-EMERGENCY ROOM,2
2024-03-31,KHCC-10H-BMT,6
2024-03-31,KHCC-10H-MEDICAL/SURGICAL,16
2024-03-31,KHCC-11H-MEDICAL/SURGICAL,2
2024-03-31,KHCC-2A-MEDICAL/SURGICAL,8
2024-03-31,KHCC-2B-AICU,7
2024-03-31,KHCC-2C-SIMU,7
2024-03-31,KHCC-3A-MEDICAL/SURGICAL,16
2024-03-31,KHCC-3B-MEDICAL/SURGICAL,19
2024-03-31,KHCC-3C-SURGERY,35
2024-03-31,KHCC-4A-MEDICAL/SURGICAL,19
2024-03-31,KHCC-4B-MEDICAL/SURGICAL,20
2024-03-31,KHCC-4C-HUSSAM AL-HARIRI,35
2024-03-31,KHCC-4H-ADULT ICU,5
2024-03-31,KHCC-4H-BMT,11
2024-03-31,KHCC-5C-KOLAGHASSI WING,16
2024-03-31,KHCC-5H-PEDIATRIC,15
2024-03-31,KHCC-5H-PEDIATRIC ICU,6
2024-03-31,KHCC-6H-PEDIATRIC,23
2024-03-31,KHCC-7H-BMT,16
2024-03-31,KHCC-8H-SHAKOUR ABU GHAZAL,24
2024-03-31,KHCC-9H-LEUKEMIA,21
2024-03-31,KHCC-ADULT DAY CASE KSB,4
2024-03-31,KHCC-EMERGENCY KSB ROOM,1
2024-03-31,KHCC-EMERGENCY ROOM,3
2024-03-31,KHCC-PED DAY CASE,8
2024-04-01,KHCC-10H-BMT,3
2024-04-01,KHCC-10H-MEDICAL/SURGICAL,16
2024-04-01,KHCC-11H-MEDICAL/SURGICAL,4
2024-04-01,KHCC-2A-MEDICAL/SURGICAL,8
2024-04-01,KHCC-2B-AICU,9
2024-04-01,KHCC-2C-SIMU,7
2024-04-01,KHCC-3A-MEDICAL/SURGICAL,17
2024-04-01,KHCC-3B-MEDICAL/SURGICAL,19
2024-04-01,KHCC-3C-SURGERY,35
2024-04-01,KHCC-4A-MEDICAL/SURGICAL,19
2024-04-01,KHCC-4B-MEDICAL/SURGICAL,20
2024-04-01,KHCC-4C-HUSSAM AL-HARIRI,34
2024-04-01,KHCC-4H-ADULT ICU,3
2024-04-01,KHCC-4H-BMT,11
2024-04-01,KHCC-5C-KOLAGHASSI WING,17
2024-04-01,KHCC-5H-PEDIATRIC,14
2024-04-01,KHCC-5H-PEDIATRIC ICU,6
2024-04-01,KHCC-6H-PEDIATRIC,22
2024-04-01,KHCC-7H-BMT,17
2024-04-01,KHCC-8H-SHAKOUR ABU GHAZAL,24
2024-04-01,KHCC-9H-LEUKEMIA,24
2024-04-01,KHCC-ADULT DAY CASE KSB,8
2024-04-01,KHCC-ADULT DAY CASE NZR,1
2024-04-01,KHCC-BMT DAY CASE,1
2024-04-01,KHCC-EMERGENCY KSB ROOM,2
2024-04-01,KHCC-EMERGENCY ROOM,4
2024-04-01,KHCC-PED DAY CASE,11
2024-04-02,KHCC-10H-BMT,4
2024-04-02,KHCC-10H-MEDICAL/SURGICAL,16
2024-04-02,KHCC-11H-MEDICAL/SURGICAL,2
2024-04-02,KHCC-2A-MEDICAL/SURGICAL,8
2024-04-02,KHCC-2B-AICU,10
2024-04-02,KHCC-2C-SIMU,6
2024-04-02,KHCC-3A-MEDICAL/SURGICAL,17
2024-04-02,KHCC-3B-MEDICAL/SURGICAL,19
2024-04-02,KHCC-3C-SURGERY,35
2024-04-02,KHCC-4A-MEDICAL/SURGICAL,19
2024-04-02,KHCC-4B-MEDICAL/SURGICAL,20
2024-04-02,KHCC-4C-HUSSAM AL-HARIRI,37
2024-04-02,KHCC-4H-ADULT ICU,1
2024-04-02,KHCC-4H-BMT,11
2024-04-02,KHCC-5C-KOLAGHASSI WING,17
2024-04-02,KHCC-5H-PEDIATRIC,15
2024-04-02,KHCC-5H-PEDIATRIC ICU,7
2024-04-02,KHCC-6H-PEDIATRIC,24
2024-04-02,KHCC-7H-BMT,18
2024-04-02,KHCC-8H-SHAKOUR ABU GHAZAL,24
2024-04-02,KHCC-9H-LEUKEMIA,24
2024-04-02,KHCC-ADULT DAY CASE KSB,7
2024-04-02,KHCC-BMT DAY CASE,3
2024-04-02,KHCC-EMERGENCY ROOM,6
2024-04-02,KHCC-PED DAY CASE,7
2024-04-03,KHCC-10H-BMT,4
2024-04-03,KHCC-10H-MEDICAL/SURGICAL,16
2024-04-03,KHCC-11H-MEDICAL/SURGICAL,3
2024-04-03,KHCC-2A-MEDICAL/SURGICAL,8
2024-04-03,KHCC-2B-AICU,7
2024-04-03,KHCC-2C-SIMU,6
2024-04-03,KHCC-3A-MEDICAL/SURGICAL,17
2024-04-03,KHCC-3B-MEDICAL/SURGICAL,19
2024-04-03,KHCC-3C-SURGERY,35
2024-04-03,KHCC-4A-MEDICAL/SURGICAL,19
2024-04-03,KHCC-4B-MEDICAL/SURGICAL,20
2024-04-03,KHCC-4C-HUSSAM AL-HARIRI,35
2024-04-03,KHCC-4H-ADULT ICU,1
2024-04-03,KHCC-4H-BMT,9
2024-04-03,KHCC-5C-KOLAGHASSI WING,16
2024-04-03,KHCC-5H-PEDIATRIC,14
2024-04-03,KHCC-5H-PEDIATRIC ICU,8
2024-04-03,KHCC-6H-PEDIATRIC,22
2024-04-03,KHCC-7H-BMT,17
2024-04-03,KHCC-8H-SHAKOUR ABU GHAZAL,24
2024-04-03,KHCC-9H-LEUKEMIA,22
2024-04-03,KHCC-ADULT DAY CASE KSB,3
2024-04-03,KHCC-ADULT DAY CASE NZR,5
2024-04-03,KHCC-BMT DAY CASE,1
2024-04-03,KHCC-EMERGENCY KSB ROOM,2
2024-04-03,KHCC-EMERGENCY ROOM,4
2024-04-03,KHCC-PED DAY CASE,8
2024-04-04,KHCC-10H-BMT,4
2024-04-04,KHCC-10H-MEDICAL/SURGICAL,16
2024-04-04,KHCC-11H-MEDICAL/SURGICAL,3
2024-04-04,KHCC-2A-MEDICAL/SURGICAL,8
2024-04-04,KHCC-2B-AICU,4
2024-04-04,KHCC-2C-SIMU,6
2024-04-04,KHCC-3A-MEDICAL/SURGICAL,17
2024-04-04,KHCC-3B-MEDICAL/SURGICAL,19
2024-04-04,KHCC-3C-SURGERY,35
2024-04-04,KHCC-4A-MEDICAL/SURGICAL,19
2024-04-04,KHCC-4B-MEDICAL/SURGICAL,20
2024-04-04,KHCC-4C-HUSSAM AL-HARIRI,36
2024-04-04,KHCC-4H-ADULT ICU,3
2024-04-04,KHCC-4H-BMT,11
2024-04-04,KHCC-5C-KOLAGHASSI WING,17
2024-04-04,KHCC-5H-PEDIATRIC,15
2024-04-04,KHCC-5H-PEDIATRIC ICU,9
2024-04-04,KHCC-6H-PEDIATRIC,23
2024-04-04,KHCC-7H-BMT,13
2024-04-04,KHCC-8H-SHAKOUR ABU GHAZAL,24
2024-04-04,KHCC-9H-LEUKEMIA,23
2024-04-04,KHCC-ADULT DAY CASE KSB,4
2024-04-04,KHCC-ADULT DAY CASE NZR,3
2024-04-04,KHCC-EMERGENCY KSB ROOM,1
2024-04-04,KHCC-EMERGENCY ROOM,8
2024-04-04,KHCC-PED DAY CASE,6
2024-04-05,KHCC-10H-MEDICAL/SURGICAL,11
2024-04-05,KHCC-11H-MEDICAL/SURGICAL,3
2024-04-05,KHCC-2A-MEDICAL/SURGICAL,8
2024-04-05,KHCC-2B-AICU,4
2024-04-05,KHCC-2C-SIMU,4
2024-04-05,KHCC-3A-MEDICAL/SURGICAL,17
2024-04-05,KHCC-3B-MEDICAL/SURGICAL,19
2024-04-05,KHCC-3C-SURGERY,31
2024-04-05,KHCC-4A-MEDICAL/SURGICAL,19
2024-04-05,KHCC-4B-MEDICAL/SURGICAL,20
2024-04-05,KHCC-4C-HUSSAM AL-HARIRI,31
2024-04-05,KHCC-4H-ADULT ICU,3
2024-04-05,KHCC-4H-BMT,11
2024-04-05,KHCC-5C-KOLAGHASSI WING,15
2024-04-05,KHCC-5H-PEDIATRIC,14
2024-04-05,KHCC-5H-PEDIATRIC ICU,9
2024-04-05,KHCC-6H-PEDIATRIC,22
2024-04-05,KHCC-7H-BMT,14
2024-04-05,KHCC-8H-SHAKOUR ABU GHAZAL,23
2024-04-05,KHCC-9H-LEUKEMIA,22
2024-04-05,KHCC-EMERGENCY ROOM,5
2024-04-06,KHCC-10H-MEDICAL/SURGICAL,14
2024-04-06,KHCC-11H-MEDICAL/SURGICAL,4
2024-04-06,KHCC-2A-MEDICAL/SURGICAL,8
2024-04-06,KHCC-2B-AICU,11
2024-04-06,KHCC-2C-SIMU,1
2024-04-06,KHCC-3A-MEDICAL/SURGICAL,17
2024-04-06,KHCC-3B-MEDICAL/SURGICAL,19
2024-04-06,KHCC-3C-SURGERY,35
2024-04-06,KHCC-4A-MEDICAL/SURGICAL,19
2024-04-06,KHCC-4B-MEDICAL/SURGICAL,20
2024-04-06,KHCC-4C-HUSSAM AL-HARIRI,31
2024-04-06,KHCC-4H-ADULT ICU,4
2024-04-06,KHCC-4H-BMT,11
2024-04-06,KHCC-5C-KOLAGHASSI WING,13
2024-04-06,KHCC-5H-PEDIATRIC,13
2024-04-06,KHCC-5H-PEDIATRIC ICU,8
2024-04-06,KHCC-6H-PEDIATRIC,23
2024-04-06,KHCC-7H-BMT,13
2024-04-06,KHCC-8H-SHAKOUR ABU GHAZAL,24
